timestamp,event_type,value
2.2227859497070312,key_press,'h'
2.3727974891662598,key_press,'l'
2.6386544704437256,key_press,'o'
2.9203696250915527,key_press,Key.space
3.5216281414031982,key_press,'h'
3.667952537536621,key_press,'o'
3.808729410171509,key_press,'w'
3.9281039237976074,key_press,Key.space
4.265397787094116,key_press,'a'
4.5069358348846436,key_press,'r'
4.638562440872192,key_press,'e'
4.77824330329895,key_press,Key.space
5.018793821334839,key_press,'u'
5.223904609680176,key_press,Key.space
5.390692234039307,key_press,'a'
5.547284364700317,key_press,'l'
5.777853488922119,key_press,'l'
5.923780202865601,key_press,Key.space
6.48543906211853,key_press,'w'
6.655957937240601,key_press,'e'
6.894021511077881,key_press,'l'
7.179753303527832,key_press,'c'
7.281034708023071,key_press,'o'
7.425946235656738,key_press,'m'
7.621487855911255,key_press,'e'
7.743556261062622,key_press,Key.space
8.208768606185913,key_press,'t'
8.328731536865234,key_press,'o'
8.517095804214478,key_press,Key.space
8.975208759307861,key_press,'m'
9.24346661567688,key_press,'y'
9.474866390228271,key_press,Key.space
11.922456502914429,key_press,Key.ctrl_l
12.346012830734253,key_press,'\x03'
2.1577646732330322,key_press,'h'
2.384467363357544,key_press,'l'
2.5424296855926514,key_press,'l'
2.908331871032715,key_press,'o'
3.0733585357666016,key_press,'n'
3.154386281967163,key_press,Key.space
3.315906286239624,key_press,'i'
3.4557058811187744,key_press,Key.space
3.6312978267669678,key_press,'a'
3.711378574371338,key_press,'m'
3.848081111907959,key_press,Key.space
4.404120683670044,key_press,'g'
4.590505838394165,key_press,'o'
4.750230312347412,key_press,'o'
4.911282777786255,key_press,'d'
4.970513343811035,key_press,Key.space
5.262155294418335,key_press,'w'
5.432817220687866,key_press,'h'
5.628733158111572,key_press,'a'
5.703070878982544,key_press,'t'
5.914498567581177,key_press,Key.space
6.358425140380859,key_press,'a'
6.573860168457031,key_press,'b'
6.875640630722046,key_press,'o'
7.10607123374939,key_press,'u'
7.336557388305664,key_press,'t'
7.55028510093689,key_press,Key.space
7.7157676219940186,key_press,'u'
7.880542039871216,key_press,Key.space
8.472185373306274,key_press,Key.enter
10.266506910324097,key_press,Key.ctrl_l
10.513709545135498,key_press,'\x03'
3.416409492492676,key_press,'v'
3.4749274253845215,key_press,'d'
3.4852967262268066,key_press,'f'
3.535886764526367,key_press,'u'
3.6049699783325195,key_press,'h'
3.710744619369507,key_press,'f'
3.7422380447387695,key_press,'a'
3.754967212677002,key_press,'s'
3.8111226558685303,key_press,'f'
3.8457982540130615,key_press,'h'
3.9155917167663574,key_press,'s'
3.926180362701416,key_press,'l'
3.935727119445801,key_press,'k'
4.017281532287598,key_press,'f'
4.051910877227783,key_press,'h'
4.152166843414307,key_press,'j'
4.258387565612793,key_press,'h'
4.3019020557403564,key_press,'f'
4.346756458282471,key_press,'k'
4.39354133605957,key_press,'s'
4.402133226394653,key_press,'d'
4.432342767715454,key_press,'h'
4.47152304649353,key_press,'f'
4.5314812660217285,key_press,'j'
4.608922243118286,key_press,'h'
4.621769905090332,key_press,'f'
4.715280532836914,key_press,'j'
4.724847078323364,key_press,'k'
4.734938383102417,key_press,'s'
4.810302257537842,key_press,'h'
4.82037353515625,key_press,'f'
4.915654420852661,key_press,'a'
4.924797773361206,key_press,'s'
4.936073064804077,key_press,'j'
4.945892333984375,key_press,'k'
5.017610788345337,key_press,'f'
6.4449992179870605,key_press,'h'
6.483490705490112,key_press,'a'
6.495042085647583,key_press,'s'
6.505611419677734,key_press,'d'
6.514321804046631,key_press,'k'
6.5451860427856445,key_press,'j'
6.584748029708862,key_press,'f'
6.640056133270264,key_press,'h'
6.705239772796631,key_press,'s'
6.715415716171265,key_press,'d'
6.744192123413086,key_press,'j'
6.794481039047241,key_press,'f'
6.829533576965332,key_press,'h'
6.889383316040039,key_press,'s'
6.900829792022705,key_press,'d'
6.951525449752808,key_press,'j'
6.96106219291687,key_press,'k'
6.975135803222656,key_press,'f'
7.040456533432007,key_press,'h'
7.0861005783081055,key_press,'s'
7.095148801803589,key_press,'d'
7.145107269287109,key_press,'j'
7.155016183853149,key_press,'k'
7.180671453475952,key_press,'f'
7.226551294326782,key_press,'h'
7.277505874633789,key_press,'s'
7.286393880844116,key_press,'d'
7.316011190414429,key_press,'j'
7.325897455215454,key_press,'k'
7.385267496109009,key_press,'f'
7.421370506286621,key_press,'h'
7.450915575027466,key_press,'a'
7.470100402832031,key_press,'s'
7.480435371398926,key_press,'d'
7.510882139205933,key_press,'u'
7.541040897369385,key_press,'f'
7.571950435638428,key_press,'h'
7.64282751083374,key_press,'e'
7.662754774093628,key_press,'a'
7.671494007110596,key_press,'w'
7.680587530136108,key_press,'u'
7.73786473274231,key_press,'f'
7.813114881515503,key_press,'b'
7.8881516456604,key_press,'s'
7.898711919784546,key_press,'d'
8.0698881149292,key_press,'u'
8.080281257629395,key_press,'s'
8.100206136703491,key_press,'a'
8.109578609466553,key_press,'i'
8.119821310043335,key_press,'d'
8.216244220733643,key_press,'b'
8.287559986114502,key_press,'s'
8.296081304550171,key_press,'d'
8.33064317703247,key_press,'j'
10.749562978744507,key_press,Key.ctrl_l
11.247831583023071,key_press,Key.ctrl_l
11.279171228408813,key_press,Key.ctrl_l
11.309927225112915,key_press,Key.ctrl_l
11.338234901428223,key_press,Key.ctrl_l
11.358068227767944,key_press,'\x03'
2.9962868690490723,key_press,'m'
3.1661951541900635,key_press,'y'
3.361497402191162,key_press,Key.space
